primary_media,depth,creditline,display_date,width,invno,medium,id,title,classification,people,dimensions,description,height,onview,collection,dominantColor
/internal/media/dispatcher/635/resize%25253Aformat%25253Dthumbnail,"[4.445, 4.762]",Gift of Benedict Rucker,not dated,not found in JSON,2000.002.28,watercolor on ivory,13194,Portrait of a Young Girl,Art Works,Artist Unknown,Sight: 1 3/4 x 1 3/4 in. (4.4 x 4.4 cm)Framed: 1 7/8 x 1 7/8 x 3/8 in. (4.8 x 4.8 x 1 cm),not found in JSON,0.952,not found in JSON,Europe,#958c7f
/internal/media/dispatcher/336/resize%25253Aformat%25253Dthumbnail,"[42.862, 65.405]",Gift of The Samuel H. Kress Foundation,ca. 1515,not found in JSON,61.016.000,oil on wood,6629,Portrait of a Young Girl,Art Works,Antonio Allegri Correggio,Sight: 16 7/8 x 13 1/2 in. (42.9 x 34.3 cm)Framed: 25 3/4 x 21 1/2 x 4 in. (65.4 x 54.6 x 10.2 cm),not found in JSON,10.16,not found in JSON,Europe,#a57342
/internal/media/dispatcher/14192/resize%25253Aformat%25253Dthumbnail,"[6.032, 20.955]",Gift of Benedict Rucker,ca. 1800,not found in JSON,2000.002.22,watercolor on ivory,24481,Portrait of a Young Man,Art Works,Artist Unknown,Sight: 2 3/8 x 1 7/8 in. (6 x 4.8 cm)Framed: 8 1/4 x 6 1/4 x 1 1/8 in. (21 x 15.9 x 2.9 cm),not found in JSON,2.858,not found in JSON,Europe,#2a211e
/internal/media/dispatcher/195/resize%25253Aformat%25253Dthumbnail,"[35.56, 32.703]",Gift of The Samuel H. Kress Foundation,possibly 1470s,not found in JSON,61.040.000,tempera on wood,9594,Portrait of Bartolomeo Cepolla,Art Works,Veneziano Jacometto,Sight: 12 7/8 x 9 3/4 in. (32.7 x 24.8 cm)Framed: 14 x 18 1/2 x 3 in. (35.6 x 47 x 7.6 cm),"Beginning in the 15th century, the demand for commemorative portraits increased significantly among Italian and Flemish patrons. In general, the sitter was shown bust-length in profile of three-quarter view. The inclusion of a parapet in portraits originated in the work of the Northern Renaissance artist Jan van Eyck (active 1422-1441). This pictorial device was introduced into Italian Renaissance portraiture by the Flemish-trained artist Antonello da Messina (ca. 1430-1479) during his trip to Venice about 1475. The parapet in these portraits frequently included an inscription with the artistâ€™s name, either carved on the ledge or in the form of a small piece of paper or parchment attached to it. In this case the inscription is indecipherable; it is on this basis of style that the portrait has been attributed to Jacometto Veneziano. Virtually nothing is known about this artist, despite the fact that he was the leading miniaturist and small-scale portrait painter of Venice in the last quarter of the 15th century. Marcantonio Michiel (1470-1547) recorded a great number of his portraits in collections in Venice and Padua in the early 16th century, but modern scholars have identified relatively few of Jacomettoâ€™s works. His half-dozen surviving portraits are of conspicuously high quality, displaying a miniaturistâ€™s approach to refined detail. The man portrayed here, Bartolomeo Cepolla (ca. 1420-1475), was one of the leading jurists of his day. Born in Verona, he was a professor of law at the prestigious University of Padua and a noted author of several legal tracts; he served as Veronaâ€™s representative to the Venetian republic and as an ambassador for Venice. In the mid-16th century this portrait was in the possession of one of Cepollaâ€™s successors at the University of Padua, the noted art collector Marco Mantova Benavides (1489-1582).",7.62,not found in JSON,Europe,#3d2724
/internal/media/dispatcher/18997/resize%25253Aformat%25253Dthumbnail,"[20.002, 50.8]",Museum purchase,1845 (printed 1985),not found in JSON,2007.37.3,photogravure,20807,Portrait of D. O. Hill,Art Works,David Octavius Hill,Sight: 7 7/8 x 5 5/8 in. (20 x 14.3 cm)Sheet: 20 x 16 in. (50.8 x 40.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#29211b
/internal/media/dispatcher/1780/resize%25253Aformat%25253Dthumbnail,"[88.9, 114.3]",Gift of Ione T. Staley,ca. 1785,not found in JSON,52.002.000,oil on canvas,9980,Portrait of Dr. George Wood,Art Works,Henry Raeburn,Sight: 35 x 26 1/2 in. (88.9 x 67.3 cm)Framed: 45 x 36 5/8 x 3 5/8 in. (114.3 x 93 x 9.2 cm),"Dr. Alexander Wood (1725-1807) was an eminent surgeon, well-known for his charitable works and acts of kindness. The poet Byron dedicated a fragment of the fifth canto of â€œChilde Haroldâ€� to him: ""Oh? for an hour of him who knew no feud, the octogenarian chief, the kind old Sandy Wood!""",9.208,not found in JSON,Europe,#211f26
/internal/media/dispatcher/14368/resize%25253Aformat%25253Dthumbnail,"[26.035, 19.685]",Gift of Dr. David James,not dated,not found in JSON,62.048.038,lithograph,6787,Portrait of EugÃ¨ne Delacroix,Art Works,Jean-FranÃ§ois Gigoux,Sight: 7 3/4 x 6 1/2 in. (19.7 x 16.5 cm)Sheet: 10 1/4 x 8 1/4 in. (26 x 21 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a89f8e
/internal/media/dispatcher/14303/resize%25253Aformat%25253Dthumbnail,36.83,Gift of Dr. David Klein,1599,not found in JSON,74.005.554,engraving,4172,Portrait of Frederick de Vries,Art Works,Hendrick Goltzius,Sheet: 14 1/2 x 10 5/8 in. (36.8 x 27 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#b2a787
/internal/media/dispatcher/14688/resize%25253Aformat%25253Dthumbnail,35.242,Gift of Dr. David Klein,1599,not found in JSON,74.005.553,engraving,9259,Portrait of Frederick de Vries,Art Works,Hendrick Goltzius,Sheet: 13 7/8 x 10 3/8 in. (35.2 x 26.4 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a69877
/internal/media/dispatcher/1436/resize%25253Aformat%25253Dthumbnail,"[65.405, 44.45]",Gift of The Samuel H. Kress Foundation,ca. 1510,not found in JSON,61.015.000,tempera on wood,24172,Portrait of Giambattista Memmo,Art Works,Vincenzo di Biagio Catena,Sight: 17 1/2 x 14 in. (44.5 x 35.6 cm)Framed: 25 3/4 x 21 1/2 x 4 in. (65.4 x 54.6 x 10.2 cm),"The dignified subject of this portrait, Giambattista Memmo (d. 1536), is typical of the individuals celebrated for their individual character and achievements in Renaissance portraiture. Memmo came from one the most illustrious, ancient families of Venice whose members included doges and procurators of St. Markâ€™s, the highest honors attainable within the Venetian oligarchy. A distinguished mathematician and Greek translator, he was awarded a chair in mathematics at the University of Venice in 1530. A copy of this portrait, inscribed â€œGIOVANNI BAPTISTUS MEMMI MDXXIX,â€� is in the Palazzo Mocenigo at San Samuele in Venice. The format of the portrait â€“ a half-length figure in three-quarter view, silhouetted against a deep landscape background â€“ recalls the late portraits of the premier Venetian painter Giovanni Bellini (ca. 1431/6-1516), to whom the Loweâ€™s portrait was attributed when it entered the museumâ€™s collection. Catenaâ€™s mastery in rendering textures is revealed in his refined execution of the sitterâ€™s soft hair and the gold embroidery and delicate folds of his white undergarment.",10.16,1,Europe,#e4dbcf
/internal/media/dispatcher/632/resize%25253Aformat%25253Dthumbnail,"[7.62, 19.368]",Gift of Benedict Rucker,ca. 1815,not found in JSON,2000.002.04,watercolor on ivory,13557,Portrait of Henry Mathews,Art Works,T. Leeming,Sight: 3 x 2 3/8 in. (7.6 x 6 cm)Framed: 7 5/8 x 6 5/8 x 1/2 in. (19.4 x 16.8 x 1.3 cm),not found in JSON,1.27,not found in JSON,Europe,#473a31
/internal/media/dispatcher/4/resize%25253Aformat%25253Dthumbnail,"[121.285, 153.035]",Bequest of Charlotte Breyer Rodgers through exchange,after 1656,not found in JSON,89.0044,oil on canvas,2112,Portrait of Jean Baptiste Budes,Art Works,Justus van Egmont,Sight: 47 3/4 x 36 3/4 in. (121.3 x 93.3 cm)Framed: 60 1/4 x 49 3/8 x 4 in. (153 x 125.4 x 10.2 cm),"This elegant portrait of a nobleman is painted after an engraving by Robert Nanteuil, who operated a distinguished atelier and was renowned as a court painter, pasteliste, and engraver to France's King Louis XIV. The subject is believed to be Jean-Baptiste Budes, Comte de Guebriant, who was promoted to commander of the armies of the king in Alsace, Germany, and after distinguishing himself during the Thirty Years' War was named Marshall of France. This painting typifies the paradox that characterizes much French 17th century ceremonial or official portraiture, which embraced, to a limited extent, Italy's Baroque legacy of theatricality and extravagance but largely rejected its excess in favor of a more classical, rational, and subdued style. In this portrait, dramatic contrasts between light and dark elements, as well as elaborately rendered textures, are tempered by a restrained, formal quality, appropriate for the dignified, highly regarded, and reputedly pious subject.",10.16,not found in JSON,Europe,#282218
/internal/media/dispatcher/622/resize%25253Aformat%25253Dthumbnail,"[7.302, 11.43]",Gift of Benedict Rucker,ca. 1805,not found in JSON,2000.002.12,oil on leather,13026,Portrait of John Holder Mathews,Art Works,T. Leeming,Sight: 2 7/8 x 2 1/8 in. (7.3 x 5.4 cm)Framed: 4 1/2 x 3 3/4 x 3/4 in. (11.4 x 9.5 x 1.9 cm),not found in JSON,1.905,not found in JSON,Europe,#c5c2b8
/internal/media/dispatcher/629/resize%25253Aformat%25253Dthumbnail,"[7.302, 8.255]",Gift of Benedict Rucker,ca. 1725,not found in JSON,2000.002.08,watercolor on ivory,24479,Portrait of Jonathan Wild,Art Works,Artist Unknown,Sight: 2 7/8 x 2 3/8 in. (7.3 x 6 cm)Overall (Case): 3 1/4 x 2 5/8 x 5/8 in. (8.3 x 6.7 x 1.6 cm),not found in JSON,1.588,not found in JSON,Europe,#696762
/internal/media/dispatcher/2987/resize%25253Aformat%25253Dthumbnail,"[150.178, 165.1]",Gift of Mr. and Mrs. Leon Amar,not dated,not found in JSON,2003.4.1,oil on canvas,15259,Portrait of King George III,Art Works,Allan Ramsay,Sight: 59 1/8 x 42 1/2 in. (150.2 x 108 cm)Framed: 65 x 48 1/4 x 1 3/4 in. (165.1 x 122.6 x 4.4 cm),not found in JSON,4.445,not found in JSON,Europe,#3a2217
/internal/media/dispatcher/16497/resize%25253Aformat%25253Dthumbnail,46.355,Gift of James W. Dye,1963,not found in JSON,S79.026.000.1,lithograph,19335,Portrait of King Lear,Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e4e4df
/internal/media/dispatcher/16513/resize%25253Aformat%25253Dthumbnail,46.355,Gift of William A. Graham IV,1963,not found in JSON,S79.028.000.1,lithograph,25311,Portrait of King Lear,Art Works,Oskar Kokoschka,Sheet: 18 1/4 x 14 1/4 in. (46.4 x 36.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e4e4df
/internal/media/dispatcher/1782/resize%25253Aformat%25253Dthumbnail,"[130.81, 106.045]",Gift of Edmund Lissberger,1826-1836,not found in JSON,54.001.000,oil on canvas,7638,Portrait of Lady Bouverie,Art Works,William Charles Ross,Sight: 41 3/4 x 35 in. (106 x 88.9 cm)Framed: 51 1/2 x 45 x 3 in. (130.8 x 114.3 x 7.6 cm),not found in JSON,7.62,not found in JSON,Europe,#262117
/internal/media/dispatcher/3/resize%25253Aformat%25253Dthumbnail,"[97.79, 74.612]",Gift of Ione T. Staley,ca. 1770-1775,not found in JSON,52.001.000,oil on canvas,10368,Portrait of Mrs. Collins,Art Works,Thomas Gainsborough,Sight: 29 3/8 x 24 3/8 in. (74.6 x 61.9 cm)Framed: 38 1/2 x 33 5/8 x 3 1/8 in. (97.8 x 85.4 x 7.9 cm),"The taste for portraiture, which developed among the nobility in England in the 16th century, spread in the course of two centuries to the rest of the English upper class. By the 18th century there was an insatiable demand for portraiture, and it was the only branch of painting in which an artist of the period could achieve prosperity. Alongside his bitter rival, Sir Joshua Reynolds, Thomas Gainsborough was considered a leading portrait painter of his day. Gainsborough, who was born in the Suffolk countryside, trained in London and returned to his home around 1750. Although he began producing portraits in a French Rococo style, his preferred subject matter was landscape painting, modeled upon the work of such 17th century Dutch painters as Jacob van Ruisdael and Jan Wynants. In 1759 Gainsborough moved his studio to Bath, England's most fashionable winter resort; he remained until 1774, when the growing demand for his portraits led him to resettle in London. Painted in Bath in the same period as his famous full-length portrait Blue Boy (Huntington Library, San Marino, California), the Portrait of Mrs. Collins portrays the wife of a naval captain in the simple, bust-length format used for family keepsakes. The likeness is undoubtedly accurate, since Gainsborough never worked without the sitter in front of him. Her clothing and jewels are studio props (as is the costume used in Blue Boy), reminiscent of the â€œfancy dressâ€� of Van Dyck's 17th century portraits. Van Dyckâ€™s work was also the source of inspiration for Gainsborough's portraits in regard to posture and gesture, and handling of light, color, and textures. The feigned oval used to frame the portrait of Mrs. Collins was a standard device frequently used by Gainsborough, but the background of the painting is somewhat unusual within his oeuvre; he normally employed a landscape backdrop only for large-scale portraits.",7.938,not found in JSON,Europe,#342a1d
/internal/media/dispatcher/6834/resize%25253Aformat%25253Dthumbnail,24.765,Gift of Drs. Ann and Robert Walzer,1784-1786,not found in JSON,2004.50.9.23,engraving,16754,"Portrait of Ohedidee, a Young Man of Bolabola and Portrait of Otago, or Attago, a Chief at Amsterdam",Art Works,Artist Unknown,Sheet: 9 3/4 x 14 3/8 in. (24.8 x 36.5 cm),"Ohedidee (Hitihiti) was a young man from Bora Bora in the Society Islands who, from 1773-1774, traveled with Cook to New Zealand, Easter Island, Tahiti, and back to Raiatea where Cook had first met him. Along with Otago, the son of a chief from Amsterdam Island (Tongatapu), Hitihiti is depicted by Hogg in much the same manner as Potatau and Mai. Hodges sketched portraits of both men during the second voyage, but Hogg has only marginally distinguished between the two, endowing them with distinct hairstyles but otherwise presenting them as Polynesian male types with very similar facial features and costumes.",not found in JSON,1,Europe,#88775e
/internal/media/dispatcher/6836/resize%25253Aformat%25253Dthumbnail,24.448,Gift of Drs. Ann and Robert Walzer,1784-1786,not found in JSON,2004.50.9.25,engraving,16993,Portrait of Potatow and Portrait of Omai,Art Works,Artist Unknown,Sheet: 9 5/8 x 14 3/8 in. (24.4 x 36.5 cm),"Potatow (or Potatau) was a chief of Punaauia, Tahiti. Hodges sketched his portrait in August of 1773 and John Hall later engraved it for the first volume of Cookâ€™s 1777 account of his second voyage. George Forster (German, 1754-1794), a naturalist who accompanied Cook, said of Potatau, â€œHis ample garments, and his elegant white turban, set off his figure to the greatest advantage, and his noble deportment endeared him to usâ€¦.â€� Hallâ€™s original engraving depicted a Tahitian chief with very European or even Middle Eastern attributes, but Hogg has done little to distinguish the physical features of Potatau from those of the man from Christmas Sound, Tierra del Fuego. Although the Tahitian chief is portrayed with a more regal demeanor, his cloak and turban do not accurately reflect the details of native costume that Hodges represented in his sketches.A Raiatean of relatively low status, Omai (Mai) joined Cook for the remainder of the second voyage and returned with him to England, where he stayed for two years. While in England, he was variously presented to British society as a Tahitian chief or the priest of a cult, and Sir Joshua Reynolds (English, 1723-1792), a founder and first president of the Royal Academy, painted a grand portrait of Mai during his visit. Hoggâ€™s engraver has roughly captured the long, softly curling hair that James Caldwall (English, 1739-ca. 1780) added to his original print for volume one of Cookâ€™s 1777 account, but otherwise Hoggâ€™s reproduction shows Mai seated in a stiff side profile with facial features very similar to the other Polynesian men illustrated in the publication. Absent the identifying caption, this could just as easily be a profile portrait of Potatau. Both depictions are types designed to fit into a generic European concept of Polynesian culture, rather than actual portraits of the sitters as individuals.",not found in JSON,1,Europe,#70604a
/internal/media/dispatcher/19548/resize%25253Aformat%25253Dthumbnail,"[144.462, 124.46]",Gift of William Nelson Copley,1685,not found in JSON,62.008.000,oil on canvas,23206,Portrait of Princess Mary,Art Works,Willem Wissing,Sight: 49 x 39 5/8 in. (124.5 x 100.6 cm)Framed: 56 7/8 x 47 3/4 x 2 1/4 in. (144.5 x 121.3 x 5.7 cm),not found in JSON,5.715,not found in JSON,Europe,#41362b
/internal/media/dispatcher/14185/resize%25253Aformat%25253Dthumbnail,"[13.335, 9.525]",Gift of Frederick P. Weissman,1830s,not found in JSON,60.073.000,watercolor on ivory,8922,Portrait of Princess Victoria,Art Works,William Charles Ross,Sight: 3 3/4 x 2 7/8 in. (9.5 x 7.3 cm)Overall (Case): 5 1/4 x 4 5/8 x 1/2 in. (13.3 x 11.7 x 1.3 cm),not found in JSON,1.27,not found in JSON,Europe,#a28047
/internal/media/dispatcher/9016/resize%25253Aformat%25253Dthumbnail,"[162.878, 144.78]",Gift of Alfred I. Barton,ca. 1770,not found in JSON,53.101.000,oil on canvas,11446,Portrait of Princess von Anhalt,Art Works,Johann Heinrich Tischbein,Sight: 57 x 43 7/8 in. (144.8 x 111.4 cm)Framed: 64 1/8 x 50 1/2 x 2 3/8 in. (162.9 x 128.3 x 6 cm),"Despite her formal attire, Princess von Anhalt is depicted in a private moment, needlepointing within the intimacy of her room. The act of needlepoint, commonly associated with domestic virtue, is a theme repeated in many 17th century Dutch portraits, including those of Vermeer. The Princess's clothing and hair style dates the portrait to the mid-1770s.",6.032,not found in JSON,Europe,#777164
/internal/media/dispatcher/2988/resize%25253Aformat%25253Dthumbnail,"[150.178, 165.418]",Gift of Mr. and Mrs. Leon Amar,not dated,not found in JSON,2003.4.2,oil on canvas,15504,Portrait of Queen Charlotte,Art Works,Allan Ramsay,Sight: 59 1/8 x 42 1/8 in. (150.2 x 107 cm)Framed: 65 1/8 x 48 1/8 x 2 in. (165.4 x 122.2 x 5.1 cm),not found in JSON,5.08,not found in JSON,Europe,#3e3733
/internal/media/dispatcher/636/resize%25253Aformat%25253Dthumbnail,"[5.398, 9.842]",Gift of Benedict Rucker,not dated,not found in JSON,2000.002.29,watercolor on ivory,13028,Portrait of Trudie Redmont,Art Works,Carlotta Nowlan,Sight: 2 1/8 x 1 3/4 in. (5.4 x 4.4 cm)Framed: 3 7/8 x 3 x 1 1/4 in. (9.8 x 7.6 x 3.2 cm),not found in JSON,3.175,not found in JSON,Europe,#9a8766
/internal/media/dispatcher/3972/resize%25253Aformat%25253Dthumbnail,"[32.702, 23.178]",Gift of Bernie Bercuson,1969,not found in JSON,94.0042.30,"aquatint, drypoint and engraving",24749,Portrait pour Roby,Art Works,Pablo Picasso,Sight: 9 1/8 x 7 in. (23.2 x 17.8 cm)Sheet: 12 7/8 x 9 7/8 in. (32.7 x 25.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#baad94
/internal/media/dispatcher/14378/resize%25253Aformat%25253Dthumbnail,"[9.525, 25.082]",Gift of Dr. David Klein,1849,not found in JSON,74.005.817,engraving,5968,La poÃ©sie dans les bois (Poetry in the Woods),Art Works,Charles Ã‰mile Jacque,Sight: 3 3/4 x 2 1/2 in. (9.5 x 6.4 cm)Sheet: 9 7/8 x 7 3/8 in. (25.1 x 18.7 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#474231
/internal/media/dispatcher/17375/resize%25253Aformat%25253Dthumbnail,"[74.93, 77.788]","Gift of The Camhi Galleries, Inc.",1970,not found in JSON,71.006.000,lithograph,3009,Poster from Salon de Mai,Art Works,Pablo Picasso,Sight: 29 1/2 x 18 1/4 in. (74.9 x 46.4 cm)Framed: 30 5/8 x 19 3/8 x 1 1/8 in. (77.8 x 49.2 x 2.9 cm),not found in JSON,2.858,not found in JSON,Europe,#cbc6aa
/internal/media/dispatcher/14799/resize%25253Aformat%25253Dthumbnail,"[22.86, 26.352]",Gift of Dr. and Mrs. Daniel Sharkey,"September 7, 1834",not found in JSON,99.0031.34,lithograph,12887,"Pot de vin, arrestations arbitraires, mitraillades, transnoninades, elle couvre tout de son manteau (Bribes, arbitrary arrests, grapeshot fire, Rue Transnonain massacres, she covers all with its robe)",Art Works,HonorÃ© Daumier,Sheet: 9 x 12 3/8 in. (22.9 x 31.4 cm)Overall: 10 3/8 x 13 7/8 in. (26.4 x 35.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#cfc8bf
/internal/media/dispatcher/6819/resize%25253Aformat%25253Dthumbnail,32.385,Bequest of Benedict G. Rucker,1946,not found in JSON,2004.33.60.34,lithograph,16890,PoupÃ©e (Fali du Kangou),Art Works,Ã‰mile Gallois,Sheet: 12 3/4 x 9 7/8 in. (32.4 x 25.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e4dabf
/internal/media/dispatcher/6823/resize%25253Aformat%25253Dthumbnail,32.385,Bequest of Benedict G. Rucker,1946,not found in JSON,2004.33.60.38,lithograph,17187,PoupÃ©e (Fali du Kangou),Art Works,Ã‰mile Gallois,Sheet: 12 3/4 x 9 7/8 in. (32.4 x 25.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#e8debd
/internal/media/dispatcher/6821/resize%25253Aformat%25253Dthumbnail,32.385,Bequest of Benedict G. Rucker,1946,not found in JSON,2004.33.60.36,lithograph,16923,PoupÃ©e (Fali du Tinguelin),Art Works,Ã‰mile Gallois,Sheet: 12 3/4 x 9 7/8 in. (32.4 x 25.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#dbd2b5
/internal/media/dispatcher/6824/resize%25253Aformat%25253Dthumbnail,32.385,Bequest of Benedict G. Rucker,1946,not found in JSON,2004.33.60.39,lithograph,16895,PoupÃ©e (Foulbe de Garoua),Art Works,Ã‰mile Gallois,Sheet: 12 3/4 x 9 7/8 in. (32.4 x 25.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#f1e9cc
/internal/media/dispatcher/3973/resize%25253Aformat%25253Dthumbnail,"[29.845, 29.845, 63.182]",Gift of Bernie Bercuson,1958,not found in JSON,94.0042.31,lithograph,14996,Pour Jacqueline,Art Works,Pablo Picasso,Sight: 11 3/4 x 8 7/8 in. (29.8 x 22.5 cm)Sheet: 11 3/4 x 10 5/8 in. (29.8 x 27 cm)Framed: 24 7/8 x 23 5/8 x 7/8 in. (63.2 x 60 x 2.2 cm),not found in JSON,2.222,not found in JSON,Europe,#bcb39d
/internal/media/dispatcher/15120/resize%25253Aformat%25253Dthumbnail,"[18.415, 21.908]",Gift of Dr. David Klein,not dated,not found in JSON,74.007.006,engraving,4880,Praise to the English Constancy,Art Works,Artist Unknown,Sight: 7 1/4 x 9 3/4 in. (18.4 x 24.8 cm)Sheet: 8 5/8 x 13 1/8 in. (21.9 x 33.3 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#bbb5a5
/internal/media/dispatcher/17239/resize%25253Aformat%25253Dthumbnail,57.785,Gift of Loyd and Jennie H. Kiernan,1954,not found in JSON,77.324.352.26,screen print,20018,"Le premier Ã©lan de la vertu guerriÃ¨re, Plate 26",Art Works,Jean-Baptiste Debret,Sheet: 22 3/4 x 15 in. (57.8 x 38.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ede6d4
/internal/media/dispatcher/16794/resize%25253Aformat%25253Dthumbnail,"[27.94, 36.83]",Gift of Dr. David Klein,ca. 1770,not found in JSON,77.324.884.95,engraving,19718,The Presentation of Christ in the Temple (Luke 2:22),Art Works,James Basire,Sight: 11 x 7 in. (27.9 x 17.8 cm)Sheet: 14 1/2 x 8 7/8 in. (36.8 x 22.5 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#766c57
/internal/media/dispatcher/3131/resize%25253Aformat%25253Dthumbnail,"[43.498, 41.592]",Gift of Benedict Rucker,not dated,not found in JSON,2001.57.53,ink and gouache on paper,14242,Presentation of the Infant Christ at the Temple,Art Works,Artist Unknown,Sight: 16 3/8 x 6 3/8 in. (41.6 x 16.2 cm)Sheet: 17 1/8 x 7 in. (43.5 x 17.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#af966d
/internal/media/dispatcher/16916/resize%25253Aformat%25253Dthumbnail,33.338,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.71,engraving,25372,The Priest Ahemelech Gives David Hallowed Bread (1 Samuel 21),Art Works,Caspar Luyken,Sheet: 13 1/8 x 8 3/4 in. (33.3 x 22.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c1c0b2
/internal/media/dispatcher/330/resize%25253Aformat%25253Dthumbnail,26.988,Gift of Benedict Rucker,not dated,not found in JSON,2000.058.06,"wood, paint and gilding",13484,Priest or Acolyte,Art Works,Artist Unknown,Overall: 10 5/8 x 4 1/2 x 3 1/2 in. (27 x 11.4 x 8.9 cm),not found in JSON,8.89,not found in JSON,Europe,#cac6c0
/internal/media/dispatcher/15136/resize%25253Aformat%25253Dthumbnail,"[15.558, 27.94]",Gift of Dr. David Klein,1888,not found in JSON,74.005.587,drypoint,23564,Printer Pulling a Proof of an Etching,Art Works,Norbert Goeneutte,Sight: 6 1/8 x 7 3/4 in. (15.6 x 19.7 cm)Sheet: 11 x 11 1/4 in. (27.9 x 28.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#ad9b7f
/internal/media/dispatcher/14315/resize%25253Aformat%25253Dthumbnail,"[23.178, 26.352]",Gift of Dr. Daniel J. DelRowe,"October 2, 1834",not found in JSON,98.0044.39,lithograph,12114,Prison Royale. EntrÃ©e. Sortie. [Royal Prison],Art Works,HonorÃ© Daumier,Sheet: 9 1/8 x 12 3/8 in. (23.2 x 31.4 cm)Overall: 10 3/8 x 14 in. (26.4 x 35.6 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#b6ac9a
/internal/media/dispatcher/14464/resize%25253Aformat%25253Dthumbnail,25.082,Gift of Dr. and Mrs. Daniel Sharkey,"July 19, 1850",not found in JSON,98.0043.40,lithograph,12044,"Prochaine ordonnance du prÃ©fet de police... (The Next Police Regulation...), Plate 169",Art Works,HonorÃ© Daumier,Sheet: 9 7/8 x 14 1/2 in. (25.1 x 36.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#aa9c81
/internal/media/dispatcher/16756/resize%25253Aformat%25253Dthumbnail,32.385,Gift of Dr. David Klein,1708,not found in JSON,77.324.884.57,engraving,19667,The Prodigal Son Carring for Pigs (Luke 15),Art Works,Christoph Weigel,Sheet: 12 3/4 x 8 3/4 in. (32.4 x 22.2 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#aeac9c
/internal/media/dispatcher/15278/resize%25253Aformat%25253Dthumbnail,32.068,"Collection of the Lowe Art Museum, University of Miami",1893,not found in JSON,68.729.046,lithograph,6682,Program for Le ThÃ©Ã¢tre Libre,Art Works,Henri de Toulouse-Lautrec,Sheet: 12 5/8 x 9 3/8 in. (32.1 x 23.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#d5ccb6
/internal/media/dispatcher/16928/resize%25253Aformat%25253Dthumbnail,33.02,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.83,engraving,19802,The Prophet Ahias Rends Jeroboani's Cloak into Twelve Pieces (1 Kings 11),Art Works,Caspar Luyken,Sheet: 13 x 9 3/8 in. (33 x 23.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#bab9ab
/internal/media/dispatcher/16930/resize%25253Aformat%25253Dthumbnail,33.655,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.85,engraving,25374,A Prophet Disobeys God and Dies in the Wilderness (1 Kings 13),Art Works,Caspar Luyken,Sheet: 13 1/4 x 9 3/8 in. (33.7 x 23.8 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#bab9ae
/internal/media/dispatcher/16942/resize%25253Aformat%25253Dthumbnail,33.973,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.97,engraving,20174,The Prophet Elisha's Second Miracle to Purify the Spring (2 Kings 2),Art Works,Jan Luyken,Sheet: 13 3/8 x 9 1/4 in. (34 x 23.5 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#cac9bb
/internal/media/dispatcher/16957/resize%25253Aformat%25253Dthumbnail,33.02,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.111,engraving,19815,The Prophetess Hulda Confirms the Authority of the Law of Moses to Hilkiah the Priest (2 Kings 22),Art Works,Caspar Luyken,Sheet: 13 x 9 1/2 in. (33 x 24.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#a8a699
/internal/media/dispatcher/16956/resize%25253Aformat%25253Dthumbnail,33.02,Gift of Dr. David Klein,ca. 1700,not found in JSON,74.008.000.110,engraving,19126,The Prophet Isaiah Tells King Hezekiah the Lord Has Heard His Prayers (2 Kings 20),Art Works,Jan Luyken,Sheet: 13 x 9 1/2 in. (33 x 24.1 cm),not found in JSON,not found in JSON,not found in JSON,Europe,#c7c6ba
